alloy,ele_A,ele_B,frac_A,frac_B,filling_a,filling_b,filling_c,filling_d,pair_in_database,fill_dist_to_nearest_real,Nads_RF,Nads_surrogate,abs_err_target,model_spread
Au_Rh,Au,Rh,0.5,0.5,0.8100290298461914,0.8360057473182678,0.894015908241272,0.8708613514900208,True,0.08125086744790472,0.11879553000000154,0.14363927,0.11879553000000154,0.024843736490934742
Ag_Mo,Ag,Mo,0.75,0.25,0.898284912109375,0.8851561546325684,0.8595856428146362,0.7437275052070618,True,0.17812714655698972,-0.12178934904761879,0.079536706,0.12178934904761879,0.20132605525680153
Co_Cu,Co,Cu,0.75,0.25,0.7805694937705994,0.763158917427063,0.8272164463996887,0.7958197593688965,True,0.07929338923404576,-0.12774729066666576,-0.15825209,0.12774729066666576,0.03050479954901722
Fe_Pt,Fe,Pt,0.5,0.5,0.6801498532295227,0.7549802660942078,0.8814722299575806,0.7895650267601013,True,0.1323761210334288,-0.12995030000000785,-0.21866187,0.12995030000000785,0.08871157453269174
Ag_Cr,Ag,Cr,0.75,0.25,0.8093422055244446,0.867566704750061,0.6324611306190491,0.9184474349021912,True,0.2614182241272562,0.13083709999999568,0.11785507,0.13083709999999568,0.012982027978511307
Ni_Pt,Ni,Pt,0.5,0.5,0.8315144181251526,0.812586784362793,0.9561848640441895,0.8639340400695801,True,0.10660977220041055,0.13182302000000248,0.6571646,0.13182302000000248,0.5253415536694311
Ag_Ru,Ag,Ru,0.75,0.25,0.9111015200614929,0.9797590059310135,0.893486738204956,0.8938395380973816,True,0.09277492037566616,0.1392725200000044,0.36944348,0.1392725200000044,0.23017095620009936
Pt_Ir,Pt,Ir,0.75,0.25,0.6823508739471436,0.8305245041847229,0.9098913073539734,0.8214603662490845,True,0.09266934195211823,0.1443057199999925,0.11306253,0.1443057199999925,0.0312431892439958
Co_Ni,Co,Ni,0.5,0.5,0.7939926981925964,0.8498334288597107,0.7873945236206055,0.786288321018219,True,0.08039656092892132,-0.1514125433333357,-0.231239,0.1514125433333357,0.07982646258993548
Pd_Ir,Pd,Ir,0.5,0.5,0.8656826615333557,0.8640453219413757,0.7301992774009705,0.8256651759147644,True,0.02454721073725402,-0.16793174919414594,-0.18817547,0.16793174919414594,0.020243720442771174
Cu_Os,Cu,Os,0.75,0.25,0.8684970140457153,0.8992680311203003,0.8363090753555298,0.9328727126121521,True,0.15577580293755738,-0.17097552499999868,-0.06394294,0.17097552499999868,0.10703258595695364
Cu_Rh,Cu,Rh,0.75,0.25,0.8000591397285461,0.8436772227287292,0.9155797362327576,0.8831573128700256,True,0.08106674247111531,0.172468042,0.13478085,0.172468042,0.037687188013259876
Rh_Pt,Rh,Pt,0.75,0.25,0.8442291021347046,0.7755634784698486,0.7420315742492676,0.781550943851471,True,0.028609345882822063,-0.17710619357142587,-0.30860087,0.17710619357142587,0.13149467918362479
Au_Ir,Au,Ir,0.75,0.25,0.8571266531944275,0.9528610110282898,0.7245250344276428,0.8643092513084412,True,0.09252459105455949,0.17807591999999325,-0.037885975,0.17807591999999325,0.21596189509264271
Rh_Pd,Rh,Pd,0.5,0.5,0.887223482131958,0.8336491584777832,0.8964197039604187,0.7857553362846375,True,0.07930395838162205,0.17831317999999766,0.66642225,0.17831317999999766,0.4881090678866601
Ag_Ru,Ag,Ru,0.75,0.25,0.8016277551651001,0.9260091185569763,0.958764910697937,0.837363600730896,True,0.12197577665671538,0.1788042399999988,0.23952854,0.1788042399999988,0.060724296796571015
Cu_Co,Cu,Co,0.75,0.25,0.9235732555389404,0.7669061422348022,0.8303611874580383,0.8822599053382874,True,0.08553647756042673,-0.18343472571427893,-0.24732926,0.18343472571427893,0.06389453916494775
Cu_Os,Cu,Os,0.75,0.25,0.7455171942710876,0.8577402830123901,0.8716666102409363,0.9257272481918335,True,0.13238464045840798,-0.18954383499999727,-0.3048067,0.18954383499999727,0.11526287428955351
Pt_Os,Pt,Os,0.75,0.25,0.8573694825172424,0.8518010377883911,0.7543891072273254,0.8539711833000183,True,0.11338498195445434,-0.19172682000001165,0.17586704,0.19172682000001165,0.3675938559850046
Ni_Rh,Ni,Rh,0.5,0.5,0.8499677181243896,0.807540774345398,0.8791266679763794,0.8583532571792603,True,0.05665754194103676,-0.19374807999999544,-0.08028202,0.19374807999999544,0.11346606241138002
Ni_Cu,Ni,Cu,0.75,0.25,0.9370926022529602,0.8113222718238831,0.8388826847076416,0.8230799436569214,True,0.04817829399613704,-0.19499898999998977,-0.20586592,0.19499898999998977,0.010866929590006569
Pd_Rh,Pd,Rh,0.75,0.25,0.8953758478164673,0.8004799485206604,0.8700332045555115,0.8121938705444336,True,0.09396741489540003,-0.20457848999999537,-0.112367764,0.20457848999999537,0.09221072588466181
Rh_Fe,Rh,Fe,0.5,0.5,0.7725278735160828,0.7844834327697754,0.8217648863792419,0.7845826745033264,True,0.05217699451615298,-0.2109704606666733,0.28817087,0.2109704606666733,0.49914133478547823
Ir_Pt,Ir,Pt,0.5,0.5,0.8095272779464722,0.8213742971420288,0.8163631558418274,0.7866631150245667,True,0.06862457862539158,-0.21233364500000768,0.29593956,0.21233364500000768,0.5082732097049028
Rh_Ir,Rh,Ir,0.75,0.25,0.745755136013031,0.8082016110420227,0.8604941964149475,0.8048490285873413,True,0.08135092073095815,-0.2180525056666747,-0.011518028,0.2180525056666747,0.20653447803324612
Co_Ni,Co,Ni,0.75,0.25,0.8063823580741882,0.7714450359344482,0.853646993637085,0.7749760150909424,True,0.05033423381435226,-0.2207344221428595,-0.020543534,0.2207344221428595,0.20019088783418754
Au_Ir,Au,Ir,0.5,0.5,0.9618853330612183,0.8025074601173401,0.7582055926322937,0.783511757850647,True,0.05432802309251989,-0.22190090288461276,0.07925063,0.22190090288461276,0.301151536601196
Os_Au,Os,Au,0.75,0.25,0.6700538992881775,0.8059201240539551,0.8984678983688354,0.8417069911956787,True,0.15040968936866445,-0.22211522000001463,-0.01773156,0.22211522000001463,0.20438365960584673
Rh_Ru,Rh,Ru,0.75,0.25,0.7947906255722046,0.8512243628501892,0.7887824773788452,0.7653471231460571,True,0.05513653384099478,-0.2318796531666816,-0.18570794,0.2318796531666816,0.046171711515337305
Ru_Pd,Ru,Pd,0.5,0.5,0.8015002608299255,0.8330910205841064,0.6117737889289856,0.8126012682914734,True,0.11699014153055559,-0.23658001833334147,-0.4685106,0.23658001833334147,0.23193057961091817
Rh_Pd,Rh,Pd,0.75,0.25,0.7180884480476379,0.7954522371292114,0.9388063549995422,0.8628650903701782,True,0.09902395980053595,-0.23898239666667384,-0.15978685,0.23898239666667384,0.07919554645266932
Au_Os,Au,Os,0.75,0.25,0.8182309865951538,0.8628448247909546,0.7663585543632507,0.7985118627548218,True,0.18974392937803175,-0.23940895322129646,-0.18631959,0.23940895322129646,0.0530893636064283
Cu_Fe,Cu,Fe,0.5,0.5,0.6659603118896484,0.8117586374282837,0.8611003160476685,0.8343786597251892,True,0.1815514204603579,-0.24165993000000707,0.2560119,0.24165993000000707,0.4976718332859873
Pd_Ru,Pd,Ru,0.75,0.25,0.7845442891120911,0.8217657208442688,0.8830034136772156,0.7629429697990417,True,0.11458791608446892,-0.2437770800000024,-0.3374076,0.2437770800000024,0.09363050895873784
Pt_Rh,Pt,Rh,0.75,0.25,0.8752272129058838,0.7795508503913879,0.7989183068275452,0.7359710335731506,True,0.051804863796102614,-0.24874817280302802,-0.034265723,0.24874817280302802,0.21448244972358504
Cu_Os,Cu,Os,0.75,0.25,0.8225889205932617,0.8604601621627808,0.7824912071228027,0.8762562870979309,True,0.18528181798115206,-0.2507181050000012,-0.25911063,0.2507181050000012,0.008392524558562042
Au_Pd,Au,Pd,0.75,0.25,0.9785163402557373,0.8070582747459412,0.7352317571640015,0.767958402633667,True,0.2076911469231233,-0.2538746815274711,0.18202695,0.2538746815274711,0.4359016340325828
Ni_Fe,Ni,Fe,0.75,0.25,0.911673367023468,0.7629196643829346,0.7705106735229492,0.7157393097877502,True,0.1378575244199799,-0.2591295890000033,-0.06334299,0.2591295890000033,0.19578660050894497
Pd_Os,Pd,Os,0.75,0.25,0.7616233825683594,0.7628918886184692,0.9002914428710938,0.731597363948822,True,0.10875244795005733,-0.2604645760000002,-0.23001045,0.2604645760000002,0.030454126113678204
Au_Rh,Au,Rh,0.75,0.25,0.8209046125411987,0.8480286002159119,0.8737355470657349,0.9405083060264587,True,0.1200698947179588,0.2698690999999994,0.23284972,0.2698690999999994,0.037019382859801664
Au_Co,Au,Co,0.75,0.25,0.9241258502006531,0.8614338040351868,0.7005897760391235,0.9433380365371704,True,0.0918188569311354,0.2797353728571458,0.00018221512,0.2797353728571458,0.2795531577327771
Au_Os,Au,Os,0.75,0.25,0.927492618560791,0.9797590059310135,0.7065369486808777,0.7953207492828369,True,0.07910275574446718,-0.28124406114285777,-0.039398815,0.28124406114285777,0.24184524566000293
Pt_Pd,Pt,Pd,0.75,0.25,0.7714462876319885,0.8397599458694458,0.8547782897949219,0.8252750039100647,True,0.08315116906481418,0.2921457459999936,0.059047204,0.2921457459999936,0.23309854248899392
Cu_Ag,Cu,Ag,0.5,0.5,0.9797590059310135,0.9209811091423035,0.601209282875061,0.9732615200493593,True,0.35215700269646033,0.29656723999999657,0.274257,0.29656723999999657,0.022310235738979722
Pd_Fe,Pd,Fe,0.5,0.5,0.7915346622467041,0.7866760492324829,0.8040049076080322,0.7272475957870483,True,0.20898487141013633,-0.29969894500000566,-0.27283633,0.29969894500000566,0.026862617447210246
Co_Ir,Co,Ir,0.75,0.25,0.867320716381073,0.7586086392402649,0.6711272597312927,0.767249584197998,True,0.11811965834013011,-0.3002113514583371,-0.10234675,0.3002113514583371,0.1978646033447049
Au_Co,Au,Co,0.75,0.25,0.9686089754104614,0.8749779462814331,0.6147847771644592,0.8331581354141235,True,0.14442002390573466,0.3060559975000046,0.08224389,0.3060559975000046,0.2238121079297684
Pd_Fe,Pd,Fe,0.75,0.25,0.9688208103179932,0.7728369235992432,0.6606727242469788,0.8001202940940857,True,0.12781375579132728,-0.31092485833333156,-0.50717545,0.31092485833333156,0.19625058722330907
Co_Rh,Co,Rh,0.75,0.25,0.695351243019104,0.7873979210853577,0.8801359534263611,0.7415316104888916,True,0.09853771471179608,-0.3119847739999966,-0.13263793,0.3119847739999966,0.1793468411033825
Os_Au,Os,Au,0.75,0.25,0.6776920557022095,0.7903929948806763,0.9797590059310135,0.8011012673377991,True,0.11803937755687832,-0.3122225200000133,0.20754689,0.3122225200000133,0.5197694097819652
Pd_Co,Pd,Co,0.75,0.25,0.8772416114807129,0.9797590059310135,0.5907452702522278,0.9674599766731262,True,0.18869165089349485,0.3218262100000013,0.027535383,0.3218262100000013,0.2942908273417581
Co_Fe,Co,Fe,0.75,0.25,0.8235887885093689,0.7751196026802063,0.7375544309616089,0.7283390164375305,True,0.12437667842061255,-0.32803243399999665,-0.70631933,0.32803243399999665,0.3782868981228061
Co_Ni,Co,Ni,0.75,0.25,0.8199753165245056,0.7778390645980835,0.7591882348060608,0.7478559613227844,True,0.04926406419839085,-0.3347928428333271,-0.24415618,0.3347928428333271,0.09063666102104073
Pd_Re,Pd,Re,0.5,0.5,0.8411309719085693,0.7603901624679565,0.8616127967834473,0.6449461579322815,True,0.20533000203914434,-0.33492622000000444,0.096313,0.33492622000000444,0.43123921972534623
Rh_Ru,Rh,Ru,0.5,0.5,0.7035723328590393,0.8409034013748169,0.8029019236564636,0.7623723745346069,True,0.040394779260509495,-0.33498593800000465,-0.5237749,0.33498593800000465,0.18878898389406884
Co_Ru,Co,Ru,0.75,0.25,0.7959797978401184,0.7409249544143677,0.802146315574646,0.7521438002586365,True,0.05113377585740327,-0.34030517183332226,-0.2716526,0.34030517183332226,0.06865256272344372
Pd_Os,Pd,Os,0.75,0.25,0.8619691133499146,0.8159410953521729,0.7598679065704346,0.7379645705223083,True,0.14909585396804156,-0.34130859364985583,-0.30309618,0.34130859364985583,0.03821241845606921
Pd_Os,Pd,Os,0.75,0.25,0.8253677487373352,0.8133832812309265,0.7987306714057922,0.7645467519760132,True,0.181824815449298,-0.34184546023809687,-0.28613907,0.34184546023809687,0.05570638925039545
Pd_Fe,Pd,Fe,0.75,0.25,0.9226418137550354,0.7486099004745483,0.7108014225959778,0.7582663893699646,True,0.1154607376426081,-0.34620823833332814,-0.57776093,0.34620823833332814,0.23155269649638377
Au_W,Au,W,0.75,0.25,0.5907344818115234,0.9108965992927551,0.8856648206710815,0.9111592173576355,True,0.10830365383171042,-0.3486096500000174,-0.7505398,0.3486096500000174,0.4019301296630685
Au_Pt,Au,Pt,0.5,0.5,0.8124234676361084,0.8328704237937927,0.8850945234298706,0.8531419038772583,True,0.05698072824788164,0.35061253000000725,0.21712373,0.35061253000000725,0.1334887980292202
Au_W,Au,W,0.75,0.25,0.6750761866569519,0.9497767090797424,0.809383749961853,0.8903560042381287,True,0.2174116871038631,-0.3514087600000083,-0.6905238,0.3514087600000083,0.33911504323409203
Pt_Mo,Pt,Mo,0.75,0.25,0.7212383151054382,0.8359256386756897,0.7838987112045288,0.765575110912323,True,0.2173416418607657,-0.3552637500000046,-0.120477274,0.3552637500000046,0.23478647593975527
Co_Pd,Co,Pd,0.75,0.25,0.7607728838920593,0.7441322207450867,0.8109400868415833,0.7486439943313599,True,0.15207895705685903,-0.35755316333333204,-0.21125753,0.35755316333333204,0.14629563109437177
Rh_Pd,Rh,Pd,0.75,0.25,0.8055109977722168,0.8992199301719666,0.8636379837989807,0.8340439796447754,True,0.0425970181201654,0.3586524799999994,0.4204318,0.3586524799999994,0.06177931273605408
Ir_Au,Ir,Au,0.75,0.25,0.7896270155906677,0.7464178204536438,0.8416539430618286,0.7682726979255676,True,0.09997953960144172,-0.3612859400000057,-0.66557723,0.3612859400000057,0.3042912928376713
Rh_Ru,Rh,Ru,0.5,0.5,0.8465157151222229,0.7500872611999512,0.7505040764808655,0.7315580248832703,True,0.04988056736142656,-0.362039018326916,-0.43646517,0.362039018326916,0.07442615563281607
Ag_Ir,Ag,Ir,0.75,0.25,0.8457793593406677,0.9072456359863281,0.932619571685791,0.9118257761001587,True,0.10439498237307553,0.3621687600000011,0.1713084,0.3621687600000011,0.19086036175323595
Ir_Au,Ir,Au,0.75,0.25,0.7936109900474548,0.7575412392616272,0.8310874700546265,0.7718279361724854,True,0.0904199867805572,-0.36628120000000414,-0.660295,0.36628120000000414,0.294013809613033
Co_Ni,Co,Ni,0.75,0.25,0.698563814163208,0.7770857810974121,0.9795823693275452,0.7719990015029907,True,0.12983577576546534,-0.3674417952381002,0.07866369,0.3674417952381002,0.446105487116419
Ni_Ru,Ni,Ru,0.75,0.25,0.7712979912757874,0.8594972491264343,0.8339752554893494,0.8125628232955933,True,0.08457059260652487,-0.3764049133333415,-0.25543687,0.3764049133333415,0.12096804585783183
Fe_Pd,Fe,Pd,0.5,0.5,0.7087386846542358,0.7581250667572021,0.8554441332817078,0.7707549929618835,True,0.14835994986371936,-0.3787275800000077,0.12608743,0.3787275800000077,0.50481500713929
Os_Pd,Os,Pd,0.75,0.25,0.6425344347953796,0.813386082649231,0.9118316769599915,0.7847111821174622,True,0.09504248916662653,-0.3796236266666751,-0.036890067,0.3796236266666751,0.34273355950654555
Ir_Cu,Ir,Cu,0.75,0.25,0.7629743218421936,0.7709442377090454,0.8934168219566345,0.764051079750061,True,0.05693912260502368,-0.3812265657142878,-0.58335185,0.3812265657142878,0.20212528479535574
Rh_Ru,Rh,Ru,0.5,0.5,0.7809389233589172,0.7492443323135376,0.8114771842956543,0.7686320543289185,True,0.05267907352704138,-0.3815124190000001,-0.44227913,0.3815124190000001,0.060766711220413105
Pt_W,Pt,W,0.5,0.5,0.7019292116165161,0.8254390358924866,0.7790525555610657,0.8199300169944763,True,0.20142151205541708,-0.38270435666668007,-0.25708684,0.38270435666668007,0.12561751341449806
Ir_Rh,Ir,Rh,0.75,0.25,0.8485876321792603,0.7544354796409607,0.8151921629905701,0.7140213847160339,True,0.09500465950058733,-0.3845847124999996,-0.22992438,0.3845847124999996,0.15466033172073324
Os_Co,Os,Co,0.5,0.5,0.810730516910553,0.7598366141319275,0.8020297288894653,0.7525664567947388,True,0.0625606263571539,-0.38519133857143256,-0.28403866,0.38519133857143256,0.10115267566097114
Pd_Ag,Pd,Ag,0.75,0.25,0.9135547280311584,0.7950542569160461,0.9121885299682617,0.7907829880714417,True,0.132525655595737,-0.3886942399999953,-0.23740056,0.3886942399999953,0.1512936784288741
Pt_Os,Pt,Os,0.5,0.5,0.7378599643707275,0.7926196455955505,0.8078365921974182,0.7573373317718506,True,0.11571359971868883,-0.391586545000008,-0.025767434,0.391586545000008,0.3658191106116089
Rh_Ni,Rh,Ni,0.75,0.25,0.8268198370933533,0.8117515444755554,0.8317145109176636,0.7948132753372192,True,0.047864161151452714,-0.3966984099999822,-0.3738414,0.3966984099999822,0.022857005085126225
Ir_Os,Ir,Os,0.75,0.25,0.7848988771438599,0.8501710891723633,0.6998906135559082,0.8336576819419861,True,0.10449740829767334,-0.39709716461904787,-0.35484383,0.39709716461904787,0.042253339517195454
Rh_Cr,Rh,Cr,0.5,0.5,0.7340990900993347,0.7719299793243408,0.8469669222831726,0.6970522999763489,True,0.10956899977465812,-0.40196979500000285,0.56833017,0.40196979500000285,0.9702999637240629
Ir_Ru,Ir,Ru,0.75,0.25,0.6184691786766052,0.8429859280586243,0.7919902801513672,0.7983173131942749,True,0.1123194772468956,-0.4143827300000133,-0.85816884,0.4143827300000133,0.4437861104083119
Os_Pd,Os,Pd,0.75,0.25,0.8506156206130981,0.6755089163780212,0.7748569250106812,0.6627816557884216,True,0.09694768449199061,-0.41744656857140905,-0.09443033,0.41744656857140905,0.32301624115594274
Ir_Mo,Ir,Mo,0.75,0.25,0.7497096657752991,0.8426846861839294,0.7546204924583435,0.7831969857215881,True,0.11078372928643473,-0.4175106420000062,-0.31437644,0.4175106420000062,0.10313419837550974
Ru_Pd,Ru,Pd,0.75,0.25,0.825346052646637,0.7132079601287842,0.8599796295166016,0.7506166696548462,True,0.12122779996535595,-0.41869080083332333,-0.14488804,0.41869080083332333,0.27380275742969784
Co_Ru,Co,Ru,0.5,0.5,0.7466511130332947,0.8148558735847473,0.8365466594696045,0.7942765355110168,True,0.08322055412533978,-0.4233680133333308,-0.44589257,0.4233680133333308,0.022524559069623307
Os_Ir,Os,Ir,0.5,0.5,0.7520078420639038,0.7446267604827881,0.7920779585838318,0.7170701622962952,True,0.04505757629335765,-0.4271026600000147,-0.11343372,0.4271026600000147,0.31366894131867923
Re_Rh,Re,Rh,0.75,0.25,0.6258727312088013,0.8373054265975952,0.9128096699714661,0.7704712748527527,True,0.10789797724922824,-0.42927503000001316,-0.84628266,0.42927503000001316,0.41700763096113797
Fe_Ru,Fe,Ru,0.5,0.5,0.6213815212249756,0.8904163837432861,0.8884536027908325,0.7576409578323364,True,0.17264520296089758,-0.433129889999999,-0.8680848,0.433129889999999,0.4349548983224497
Ni_Ru,Ni,Ru,0.5,0.5,0.9182800054550171,0.7163826823234558,0.8644555807113647,0.7515549659729004,True,0.1574323802401206,-0.4361370014999882,-0.068995506,0.4361370014999882,0.36714149592862283
Ag_Co,Ag,Co,0.75,0.25,0.88509202003479,0.8892102837562561,0.8562146425247192,0.9732615200493593,True,0.15441478332796757,0.440349410000004,0.3225,0.440349410000004,0.11784941953674716
Ir_Rh,Ir,Rh,0.75,0.25,0.7961867451667786,0.7561366558074951,0.7651009559631348,0.7281414270401001,True,0.035254826118564675,-0.4422536218333324,-0.5158027,0.4422536218333324,0.07354905961274305
Au_Mo,Au,Mo,0.75,0.25,0.9797590059310135,0.815809428691864,0.4515956841356671,0.8270521759986877,True,0.2108695077702719,-0.44506925999999947,0.37040085,0.44506925999999947,0.8154701060044856
Cu_Pd,Cu,Pd,0.75,0.25,0.931077778339386,0.8714234232902527,0.826221227645874,0.9118744730949402,True,0.06738215421385789,0.44577508000000715,0.39369917,0.44577508000000715,0.052075910841071604
Mo_Pd,Mo,Pd,0.75,0.25,0.5105186104774475,0.8863983750343323,0.9047940969467163,0.8103253245353699,True,0.08947199856921859,-0.44751129000000284,-1.4279935,0.44751129000000284,0.9804822459954805
Pd_Cu,Pd,Cu,0.75,0.25,0.6651042699813843,0.8950009942054749,0.9612901210784912,0.9251817464828491,True,0.21309092669804597,0.4575878300000062,0.020126823,0.4575878300000062,0.4374610066641202
Pd_Rh,Pd,Rh,0.75,0.25,0.8946290612220764,0.8215955495834351,0.7360787987709045,0.7964254021644592,True,0.06387684870702517,-0.45759687785713227,-0.59329283,0.45759687785713227,0.1356959545174405
Os_Ni,Os,Ni,0.5,0.5,0.8245317339897156,0.7503611445426941,0.7846112847328186,0.7651243209838867,True,0.12793671385374003,-0.4743713906666626,-0.43336883,0.4743713906666626,0.041002558793722554
Os_Cu,Os,Cu,0.5,0.5,0.8696643710136414,0.7687866687774658,0.7682117223739624,0.7806792259216309,True,0.1664573213188359,-0.4775866410995609,-0.22953999,0.4775866410995609,0.24804665067445103
Mo_Co,Mo,Co,0.5,0.5,0.6094332933425903,0.8760353922843933,0.9797590059310135,0.7552878260612488,True,0.1997907928565785,-0.48123014999999425,-0.67369753,0.48123014999999425,0.19246738122330287
Pd_Ni,Pd,Ni,0.75,0.25,0.8401795029640198,0.9197582602500916,0.9016233086585999,0.9097517132759094,True,0.048733110519133684,0.4827283200000033,0.33789894,0.4827283200000033,0.14482938015205715
Ir_Rh,Ir,Rh,0.75,0.25,0.8203636407852173,0.813520073890686,0.8045102953910828,0.785168468952179,True,0.05626705837138636,-0.48273926400000094,-0.15472499,0.48273926400000094,0.3280142786389017
Ir_Ru,Ir,Ru,0.75,0.25,0.7289553284645081,0.762466311454773,0.8587063550949097,0.7709646224975586,True,0.08225346042922509,-0.4843965860000073,-0.53041285,0.4843965860000073,0.04601626676412235
Cu_Ni,Cu,Ni,0.75,0.25,0.9551693797111511,0.9177308678627014,0.7192437052726746,0.9179202914237976,True,0.13030522231370412,0.4849331800000045,0.1495117,0.4849331800000045,0.3354214850918624
Co_Os,Co,Os,0.75,0.25,0.6360061168670654,0.7956405282020569,0.9001381397247314,0.7871708869934082,True,0.15612966464765102,-0.49183553600001073,-0.26220325,0.49183553600001073,0.22963228964495397
Os_Rh,Os,Rh,0.5,0.5,0.7837696671485901,0.6956073641777039,0.7983038425445557,0.7612380385398865,True,0.07811413492747644,-0.49430046976186853,-0.46077752,0.49430046976186853,0.03352294862844568
Co_Mo,Co,Mo,0.75,0.25,0.7069040536880493,0.7765785455703735,0.8520316481590271,0.7504054307937622,True,0.10689606126087198,-0.5015531029870122,-0.49690908,0.5015531029870122,0.004644021051129599
Ir_Os,Ir,Os,0.5,0.5,0.6992919445037842,0.7824841737747192,0.8330308198928833,0.7791967988014221,True,0.051500147031689994,-0.5023685509999982,-0.21507415,0.5023685509999982,0.28729439924561895
Os_Mo,Os,Mo,0.75,0.25,0.6608873009681702,0.7691221237182617,0.8213852643966675,0.7238145470619202,True,0.0593065018227918,-0.5027135300000113,-0.15983918,0.5027135300000113,0.342874346907894
Rh_Mo,Rh,Mo,0.5,0.5,0.8493160605430603,0.7561420798301697,0.6329821348190308,0.7383885979652405,True,0.13280292341552463,-0.5067368685555462,-0.7108954,0.5067368685555462,0.20415855056524235
Ag_Co,Ag,Co,0.75,0.25,0.7166537046432495,0.9106979966163635,0.9797590059310135,0.9732615200493593,True,0.06312987297747658,0.5145361500000076,0.45630023,0.5145361500000076,0.05823592116585541
Ru_Ni,Ru,Ni,0.75,0.25,0.7558010220527649,0.7483577728271484,0.837333619594574,0.6897669434547424,True,0.06503506102421763,-0.518324559999995,-0.57349694,0.518324559999995,0.05517237775177497
Ir_Os,Ir,Os,0.75,0.25,0.8469983339309692,0.7602567672729492,0.721017599105835,0.7343010902404785,True,0.08658073659256983,-0.5194554523329385,-0.2153625,0.5194554523329385,0.30409294820829713
Ru_Pd,Ru,Pd,0.75,0.25,0.6679183840751648,0.7856976985931396,0.8422756195068359,0.7692221403121948,True,0.1033268280968689,-0.5227484400000019,-0.53444886,0.5227484400000019,0.011700422075803796
